ID,Title,Content,Excerpt,Date,"Post Type",Permalink,"WPML Translation ID","WPML Language Code","Parent Product ID",Sku,Price,"Regular Price","Sale Price","Stock Status",Stock,"External Product URL","Total Sales","Shipping Class","Image URL","Image Title","Image Caption","Image Description","Image Alt Text","Image Featured","Attachment URL","Product Type","Видимість товару","Категорії товарів","Позначки товарів","Пріоритети перекладу","Product Visibility",Status,"Author ID","Author Username","Author Email","Author First Name","Author Last Name",Slug,Format,Template,"Parent Slug",Order,"Comment Status","Ping Status","Post Modified Date",Downloadable,Virtual,"Purchase Note",Featured,Weight,Length,Width,Height,"Sale Price Dates From","Sale Price Dates To","Sold Individually","Manage Stock",Up-Sells,Cross-Sells,"Downloadable Files Paths","Downloadable Files Names","Download Limit","Download Expiry","Download Type","Button Text",Backorders,"Tax Status","Tax Class","Product Image Gallery","Default Attributes","Product Attributes","Product Version","Variation Description","Wc Rating Count","Wc Review Count","Wc Average Rating",Children
46,Кімчі,,"Місо бульйон, яйце, соус кімчі, сир тофу, водорості вакаме, кунжут","2022-12-16 12:15:04",product,https://dev.yapposushi.com/product/kimchi/,46,uk,0,,69.00,69.00,,instock,,,56,,https://dev.yapposushi.com/wp-content/uploads/2022/12/sup_kimchi.jpg,sup_kimchi,,,"Суп Кімчі",https://dev.yapposushi.com/wp-content/uploads/2022/12/sup_kimchi.jpg,,simple,visible,Супи,,,visible,publish,1,admin,yappo_admin@softgrowth.dev,dsfsdf,sdfsdfsdf,kimchi,,,0,64,closed,closed,"2023-04-04 11:30:22",no,no,,no,320,,,,,,no,no,,,,,-1,-1,,,no,taxable,standard,,,"a:1:{s:6:""weight"";a:6:{s:4:""name"";s:6:""weight"";s:5:""value"";s:3:""320"";s:8:""position"";i:0;s:10:""is_visible"";i:1;s:12:""is_variation"";i:0;s:11:""is_taxonomy"";i:0;}}",7.4.1,,,0,,
47,"Каліфорнія в ікрі",,"краб-крем, ікра, авокадо, огірок, рис, норі","2022-12-16 12:15:04",product,https://dev.yapposushi.com/product/kaliforniya-v-ikri/,47,uk,0,,159.00,159.00,,instock,,,6,,https://dev.yapposushi.com/wp-content/uploads/2022/12/Каліфорнія-в-ікрі-2.png,"Каліфорнія в ікрі",,,"Рол Каліфорнія в ікрі",https://dev.yapposushi.com/wp-content/uploads/2022/12/Каліфорнія-в-ікрі-2.png,,simple,visible,"Холодні Роли",,,visible,publish,1,admin,yappo_admin@softgrowth.dev,dsfsdf,sdfsdfsdf,kaliforniya-v-ikri,,,0,89,closed,closed,"2023-06-05 10:57:52",no,no,,no,230,,,,,,no,no,,,,,-1,-1,,,no,taxable,standard,,,"a:1:{s:6:""weight"";a:6:{s:4:""name"";s:6:""weight"";s:5:""value"";s:3:""230"";s:8:""position"";i:0;s:10:""is_visible"";i:1;s:12:""is_variation"";i:0;s:11:""is_taxonomy"";i:0;}}",7.4.1,,,0,,
48,"Каліфорнія в кунжуті",,"краб-крем, авокадо, огірок, кунжут, рис, норі","2022-12-16 12:15:04",product,https://dev.yapposushi.com/product/kaliforniya-v-kunzhuti/,48,uk,0,,99.00,99.00,,instock,,,39,,https://dev.yapposushi.com/wp-content/uploads/2022/12/Каліфорнія-у-кунжуті.png,"Каліфорнія у кунжуті",,,"Рол Каліфорнія у кунжуті",https://dev.yapposushi.com/wp-content/uploads/2022/12/Каліфорнія-у-кунжуті.png,,simple,visible,"Холодні Роли",,,visible,publish,1,admin,yappo_admin@softgrowth.dev,dsfsdf,sdfsdfsdf,kaliforniya-v-kunzhuti,,,0,90,closed,closed,"2023-06-05 11:02:47",no,no,,no,224,,,,,,no,no,,,,,-1,-1,,,no,taxable,standard,,,"a:1:{s:6:""weight"";a:6:{s:4:""name"";s:6:""weight"";s:5:""value"";s:3:""224"";s:8:""position"";i:0;s:10:""is_visible"";i:1;s:12:""is_variation"";i:0;s:11:""is_taxonomy"";i:0;}}",7.4.1,,,0,,
49,"Каліфорнія з креветками",,"краб-крем, креветки, ікра, авокадо, огірок, рис, норі","2022-12-16 12:15:04",product,https://dev.yapposushi.com/product/kaliforniya-z-krevetkamy/,49,uk,0,,179.00,179.00,,instock,,,13,,https://dev.yapposushi.com/wp-content/uploads/2022/12/Каліфорнія-з-креветкою-2.png,"Каліфорнія з креветкою",,,"Рол Каліфорнія з креветкою",https://dev.yapposushi.com/wp-content/uploads/2022/12/Каліфорнія-з-креветкою-2.png,,simple,visible,"Холодні Роли",,,visible,publish,1,admin,yappo_admin@softgrowth.dev,dsfsdf,sdfsdfsdf,kaliforniya-z-krevetkamy,,,0,91,closed,closed,"2023-06-05 11:00:13",no,no,,no,230,,,,,,no,no,,,,,-1,-1,,,no,taxable,standard,,,"a:1:{s:6:""weight"";a:6:{s:4:""name"";s:6:""weight"";s:5:""value"";s:3:""230"";s:8:""position"";i:0;s:10:""is_visible"";i:1;s:12:""is_variation"";i:0;s:11:""is_taxonomy"";i:0;}}",7.4.1,,,0,,
50,"Каліфорнія з курчам",,"курча копчене, краб-крем, авокадо, огірок, ікра","2022-12-16 12:15:04",product,https://dev.yapposushi.com/product/kaliforniya-z-kurcham/,50,uk,0,,159.00,159.00,,instock,,,19,,https://dev.yapposushi.com/wp-content/uploads/2022/12/Каліфорнія-з-курчам-2.png,"Каліфорнія з курчам",,,"Рол Каліфорнія з курчам",https://dev.yapposushi.com/wp-content/uploads/2022/12/Каліфорнія-з-курчам-2.png,,simple,visible,"Холодні Роли",,,visible,publish,1,admin,yappo_admin@softgrowth.dev,dsfsdf,sdfsdfsdf,kaliforniya-z-kurcham,,,0,85,closed,closed,"2023-06-05 11:08:35",no,no,,no,230,,,,,,no,no,,,,,-1,-1,,,no,taxable,standard,,,"a:1:{s:6:""weight"";a:6:{s:4:""name"";s:6:""weight"";s:5:""value"";s:3:""230"";s:8:""position"";i:0;s:10:""is_visible"";i:1;s:12:""is_variation"";i:0;s:11:""is_taxonomy"";i:0;}}",7.4.1,,,0,,
51,Каорі,,"Чікен-Чіз Хот, Лососік Хот міні рол, 3 сири, Фудзі","2022-12-16 12:15:04",product,https://dev.yapposushi.com/product/kaori/,51,uk,0,,449.00,449.00,,instock,,,26,,https://dev.yapposushi.com/wp-content/uploads/2022/12/kaori_nabir.jpg,kaori_nabir,,,"Каорі набір",https://dev.yapposushi.com/wp-content/uploads/2022/12/kaori_nabir.jpg,,simple,visible,Набори,,,visible,publish,1,admin,yappo_admin@softgrowth.dev,dsfsdf,sdfsdfsdf,kaori,,,0,27,closed,closed,"2023-05-11 13:45:24",no,no,,no,980,,,,,,no,no,,,,,-1,-1,,,no,taxable,standard,,,"a:1:{s:6:""weight"";a:6:{s:4:""name"";s:6:""weight"";s:5:""value"";s:3:""980"";s:8:""position"";i:0;s:10:""is_visible"";i:1;s:12:""is_variation"";i:0;s:11:""is_taxonomy"";i:0;}}",7.4.1,,,0,,
52,"Карпатська джерельна 0,5 негазована",,,"2022-12-16 12:15:04",product,https://dev.yapposushi.com/product/karpatska-dzherelna-05-negazovana/,52,uk,0,,20.00,20.00,,instock,,,4,,https://dev.yapposushi.com/wp-content/uploads/2022/12/karpatska_negazovana.jpg|https://dev.yapposushi.com/wp-content/uploads/2022/12/карпат-дж-нг-500.png,"karpatska_negazovana|карпат дж нг 500",|,|,"Карпатська джерельна 0,5 негазована|Карпатська джерельна 0,5 негазована",https://dev.yapposushi.com/wp-content/uploads/2022/12/karpatska_negazovana.jpg,,simple,visible,Напої,,,visible,publish,1,admin,yappo_admin@softgrowth.dev,dsfsdf,sdfsdfsdf,karpatska-dzherelna-05-negazovana,,,0,92,closed,closed,"2023-04-04 14:19:14",no,no,,no,500,,,,,,no,no,,,,,-1,-1,,,no,taxable,standard,,,"a:1:{s:6:""weight"";a:6:{s:4:""name"";s:6:""weight"";s:5:""value"";s:3:""500"";s:8:""position"";i:0;s:10:""is_visible"";i:1;s:12:""is_variation"";i:0;s:11:""is_taxonomy"";i:0;}}",7.4.1,,,0,,
53,"Карпатська джерельна 0,5л газована",,,"2022-12-16 12:15:04",product,https://dev.yapposushi.com/product/karpatska-dzherelna-05l-gazovana/,53,uk,0,,20.00,20.00,,instock,,,12,,https://dev.yapposushi.com/wp-content/uploads/2022/12/karpatska_gazovana.jpg|https://dev.yapposushi.com/wp-content/uploads/2022/12/карпат-дж-сг-500.png,"karpatska_gazovana|карпат дж сг 500",|,|,"Карпатська джерельна 0,5л газована|Карпатська джерельна 0,5л газована",https://dev.yapposushi.com/wp-content/uploads/2022/12/karpatska_gazovana.jpg,,simple,visible,Напої,,,visible,publish,1,admin,yappo_admin@softgrowth.dev,dsfsdf,sdfsdfsdf,karpatska-dzherelna-05l-gazovana,,,0,93,closed,closed,"2023-04-04 14:21:28",no,no,,no,500,,,,,,no,no,,,,,-1,-1,,,no,taxable,standard,,,"a:1:{s:6:""weight"";a:6:{s:4:""name"";s:6:""weight"";s:5:""value"";s:3:""500"";s:8:""position"";i:0;s:10:""is_visible"";i:1;s:12:""is_variation"";i:0;s:11:""is_taxonomy"";i:0;}}",7.4.1,,,0,,
54,"Копчений лосось міні рол",,"лосось копчений, рис, норі","2022-12-16 12:15:04",product,https://dev.yapposushi.com/product/kopchenyj-losos-mini-rol/,54,uk,0,,109.00,109.00,,instock,,,25,,https://dev.yapposushi.com/wp-content/uploads/2022/12/Лосось-міні-рол-1.png,"Лосось міні рол",,,"Лосось міні рол",https://dev.yapposushi.com/wp-content/uploads/2022/12/Лосось-міні-рол-1.png,,simple,visible,"Холодні Роли",,,visible,publish,1,admin,yappo_admin@softgrowth.dev,dsfsdf,sdfsdfsdf,kopchenyj-losos-mini-rol,,,0,137,closed,closed,"2023-06-05 11:19:47",no,no,,no,110,,,,,,no,no,,,,,-1,-1,,,no,taxable,standard,,,"a:1:{s:6:""weight"";a:6:{s:4:""name"";s:6:""weight"";s:5:""value"";s:3:""110"";s:8:""position"";i:0;s:10:""is_visible"";i:1;s:12:""is_variation"";i:0;s:11:""is_taxonomy"";i:0;}}",7.4.1,,,0,,
55,"Краб запечені суші",,"краб-крем, які соус, рис, норі","2022-12-16 12:15:04",product,https://dev.yapposushi.com/product/krab-zapecheni-sushi/,55,uk,0,,30.00,30.00,,instock,,,92,,https://dev.yapposushi.com/wp-content/uploads/2022/12/Крабмідія-запечені-сцші.jpg,"Краб,мідія запечені суші",,,"Краб запечені суші",https://dev.yapposushi.com/wp-content/uploads/2022/12/Крабмідія-запечені-сцші.jpg,,simple,visible,Суші,,,visible,publish,1,admin,yappo_admin@softgrowth.dev,dsfsdf,sdfsdfsdf,krab-zapecheni-sushi,,,0,99,closed,closed,"2023-06-05 11:41:04",no,no,,no,50,,,,,,no,no,,,,,-1,-1,,,no,taxable,standard,,,"a:1:{s:6:""weight"";a:6:{s:4:""name"";s:6:""weight"";s:5:""value"";s:2:""50"";s:8:""position"";i:0;s:10:""is_visible"";i:1;s:12:""is_variation"";i:0;s:11:""is_taxonomy"";i:0;}}",7.4.1,,,0,,
56,Краб-Фіш,,"краб-крем, лосось, салат айсберг, ікра, рис, норі","2022-12-16 12:15:04",product,https://dev.yapposushi.com/product/krab-fish/,56,uk,0,,179.00,179.00,,instock,,,5,,https://dev.yapposushi.com/wp-content/uploads/2022/12/Краб-Фіш-2.png,Краб-Фіш,,,"Рол Краб-Фіш",https://dev.yapposushi.com/wp-content/uploads/2022/12/Краб-Фіш-2.png,,simple,visible,"Холодні Роли",,,visible,publish,1,admin,yappo_admin@softgrowth.dev,dsfsdf,sdfsdfsdf,krab-fish,,,0,94,closed,closed,"2023-06-05 11:01:39",no,no,,no,230,,,,,,no,no,,,,,-1,-1,,,no,taxable,standard,,,"a:1:{s:6:""weight"";a:6:{s:4:""name"";s:6:""weight"";s:5:""value"";s:3:""230"";s:8:""position"";i:0;s:10:""is_visible"";i:1;s:12:""is_variation"";i:0;s:11:""is_taxonomy"";i:0;}}",7.4.1,,,0,,
57,"Крабік міні рол",,"краб-крем, рис, норі","2022-12-16 12:15:04",product,https://dev.yapposushi.com/product/krabik-mini-rol/,57,uk,0,,79.00,79.00,,instock,,,26,,https://dev.yapposushi.com/wp-content/uploads/2022/12/Краб-міні-рол.png,"Краб міні рол",,,"Краб міні рол",https://dev.yapposushi.com/wp-content/uploads/2022/12/Краб-міні-рол.png,,simple,visible,"Холодні Роли",,,visible,publish,1,admin,yappo_admin@softgrowth.dev,dsfsdf,sdfsdfsdf,krabik-mini-rol,,,0,134,closed,closed,"2023-06-05 11:14:44",no,no,,no,110,,,,,,no,no,,,,,-1,-1,,,no,taxable,standard,,,"a:1:{s:6:""weight"";a:6:{s:4:""name"";s:6:""weight"";s:5:""value"";s:3:""110"";s:8:""position"";i:0;s:10:""is_visible"";i:1;s:12:""is_variation"";i:0;s:11:""is_taxonomy"";i:0;}}",7.4.1,,,0,,
58,"Крабік Хот міні рол",,"краб-крем, сирний соус, рис, норі","2022-12-16 12:18:04",product,https://dev.yapposushi.com/product/krabik-hot-zapechenyj-mini-rol/,58,uk,0,,99.00,99.00,,instock,,,39,,https://dev.yapposushi.com/wp-content/uploads/2022/12/Крібікмідія-Лососік-хот-міні-роли.jpg,"Крібік,мідія, Лососік хот міні роли",,,"Крібік,мідія, Лососік хот міні роли",https://dev.yapposushi.com/wp-content/uploads/2022/12/Крібікмідія-Лососік-хот-міні-роли.jpg,,simple,visible,"Запечені Роли",,,visible,publish,1,admin,yappo_admin@softgrowth.dev,dsfsdf,sdfsdfsdf,krabik-hot-zapechenyj-mini-rol,,,0,95,closed,closed,"2023-06-05 11:36:01",no,no,,yes,140,,,,,,no,no,,,,,-1,-1,,,no,taxable,standard,,,"a:1:{s:6:""weight"";a:6:{s:4:""name"";s:6:""weight"";s:5:""value"";s:3:""140"";s:8:""position"";i:0;s:10:""is_visible"";i:1;s:12:""is_variation"";i:0;s:11:""is_taxonomy"";i:0;}}",7.4.1,,,0,,
59,"Креветка гострі суші",," креветка, спайсі соус, рис, норі","2022-12-16 12:15:04",product,https://dev.yapposushi.com/product/krevetka-gostri-sushi/,59,uk,0,,59.00,59.00,,instock,,,48,,https://dev.yapposushi.com/wp-content/uploads/2022/12/Креветка-гострі-суші.jpg,"Креветка гострі суші",,,"Креветка гострі суші",https://dev.yapposushi.com/wp-content/uploads/2022/12/Креветка-гострі-суші.jpg,,simple,visible,Суші,,,visible,publish,1,admin,yappo_admin@softgrowth.dev,dsfsdf,sdfsdfsdf,krevetka-gostri-sushi,,,0,96,closed,closed,"2023-06-05 11:43:02",no,no,,no,50,,,,,,no,no,,,,,-1,-1,,,no,taxable,standard,,,"a:1:{s:6:""weight"";a:6:{s:4:""name"";s:6:""weight"";s:5:""value"";s:2:""50"";s:8:""position"";i:0;s:10:""is_visible"";i:1;s:12:""is_variation"";i:0;s:11:""is_taxonomy"";i:0;}}",7.4.1,,,0,,
60,"Креветка класичні суші",,"креветка, рис","2022-12-16 12:15:04",product,https://dev.yapposushi.com/product/krevetka-klasychni-sushi/,60,uk,0,,59.00,59.00,,instock,,,17,,https://dev.yapposushi.com/wp-content/uploads/2022/12/Креветка-класичні-суші.jpg,"Креветка класичні суші",,,"Креветка класичні суші",https://dev.yapposushi.com/wp-content/uploads/2022/12/Креветка-класичні-суші.jpg,,simple,visible,Суші,,,visible,publish,1,admin,yappo_admin@softgrowth.dev,dsfsdf,sdfsdfsdf,krevetka-klasychni-sushi,,,0,78,closed,closed,"2023-06-05 11:39:57",no,no,,no,40,,,,,,no,no,,,,,-1,-1,,,no,taxable,standard,,,"a:1:{s:6:""weight"";a:6:{s:4:""name"";s:6:""weight"";s:5:""value"";s:2:""40"";s:8:""position"";i:0;s:10:""is_visible"";i:1;s:12:""is_variation"";i:0;s:11:""is_taxonomy"";i:0;}}",7.4.1,,,0,,
61,"Креветка Хот",,"ікра, сир вершковий, тигрова креветка, краб-крем, сирний соус, норі, рис, унагі соус","2022-12-16 12:15:04",product,https://dev.yapposushi.com/product/krevetka-hot/,61,uk,0,,249.00,249.00,,instock,,,36,,https://dev.yapposushi.com/wp-content/uploads/2022/12/Креветка-Хот.jpg,"Креветка Хот",,,"Креветка Хот",https://dev.yapposushi.com/wp-content/uploads/2022/12/Креветка-Хот.jpg,,simple,visible,"Запечені Роли",,,visible,publish,1,admin,yappo_admin@softgrowth.dev,dsfsdf,sdfsdfsdf,krevetka-hot,,,0,38,closed,closed,"2023-06-05 11:25:30",no,no,,no,310,,,,,,no,no,,,,,-1,-1,,,no,taxable,standard,,,"a:1:{s:6:""weight"";a:6:{s:4:""name"";s:6:""weight"";s:5:""value"";s:3:""310"";s:8:""position"";i:0;s:10:""is_visible"";i:1;s:12:""is_variation"";i:0;s:11:""is_taxonomy"";i:0;}}",7.4.1,,,0,,
62,"Лососік Хот міні рол",,"лосось теріякі, сирний соус, рис, норі","2022-12-16 12:15:04",product,https://dev.yapposushi.com/product/lososik-hot-zapechenyj-mini-rol/,62,uk,0,,109.00,109.00,,instock,,,23,,https://dev.yapposushi.com/wp-content/uploads/2022/12/Крібікмідія-Лососік-хот-міні-роли.jpg,"Крібік,мідія, Лососік хот міні роли",,,"Крібік,мідія, Лососік хот міні роли",https://dev.yapposushi.com/wp-content/uploads/2022/12/Крібікмідія-Лососік-хот-міні-роли.jpg,,simple,visible,"Запечені Роли",,,visible,publish,1,admin,yappo_admin@softgrowth.dev,dsfsdf,sdfsdfsdf,lososik-hot-zapechenyj-mini-rol,,,0,97,closed,closed,"2023-06-05 11:34:37",no,no,,no,140,,,,,,no,no,,,,,-1,-1,,,no,taxable,standard,,,"a:1:{s:6:""weight"";a:6:{s:4:""name"";s:6:""weight"";s:5:""value"";s:3:""140"";s:8:""position"";i:0;s:10:""is_visible"";i:1;s:12:""is_variation"";i:0;s:11:""is_taxonomy"";i:0;}}",7.4.1,,,0,,
63,"Лосось гострі суші",,"лосось, спайсі соус, рис, норі","2022-12-16 12:15:04",product,https://dev.yapposushi.com/product/losos-gostri-sushi/,63,uk,0,,59.00,59.00,,instock,,,34,,https://dev.yapposushi.com/wp-content/uploads/2022/12/Лосось-гострі-суші.jpg,"Лосось гострі суші",,,"Лосось гострі суші",https://dev.yapposushi.com/wp-content/uploads/2022/12/Лосось-гострі-суші.jpg,,simple,visible,Суші,,,visible,publish,1,admin,yappo_admin@softgrowth.dev,dsfsdf,sdfsdfsdf,losos-gostri-sushi,,,0,98,closed,closed,"2023-06-05 11:46:29",no,no,,no,50,,,,,,no,no,,,,,-1,-1,,,no,taxable,standard,,,"a:1:{s:6:""weight"";a:6:{s:4:""name"";s:6:""weight"";s:5:""value"";s:2:""50"";s:8:""position"";i:0;s:10:""is_visible"";i:1;s:12:""is_variation"";i:0;s:11:""is_taxonomy"";i:0;}}",7.4.1,,,0,,
64,"Лосось класичні суші",,"лосось, рис","2023-03-30 06:58:04",product,https://dev.yapposushi.com/product/losos-klasychni-sushi/,64,uk,0,,59.00,59.00,,instock,,,37,,https://dev.yapposushi.com/wp-content/uploads/2022/12/Лосось-класичні-суші.jpg,"Лосось класичні суші",,,"Лосось класичні суші",https://dev.yapposushi.com/wp-content/uploads/2022/12/Лосось-класичні-суші.jpg,,simple,visible,Суші,,,visible,publish,1,admin,yappo_admin@softgrowth.dev,dsfsdf,sdfsdfsdf,losos-klasychni-sushi,,,0,77,closed,closed,"2023-06-05 11:38:25",no,no,,no,40,,,,,,no,no,,,,,-1,-1,,,no,taxable,standard,,,"a:1:{s:6:""weight"";a:6:{s:4:""name"";s:6:""weight"";s:5:""value"";s:2:""40"";s:8:""position"";i:0;s:10:""is_visible"";i:1;s:12:""is_variation"";i:0;s:11:""is_taxonomy"";i:0;}}",7.4.1,,,0,,
65,"Лосось міні рол",,"лосось, рис, норі","2022-12-16 12:15:04",product,https://dev.yapposushi.com/product/losos-mini-rol/,65,uk,0,,109.00,109.00,,instock,,,42,,https://dev.yapposushi.com/wp-content/uploads/2022/12/Лосось-міні-рол.png,"Лосось міні рол",,,"Лосось міні рол",https://dev.yapposushi.com/wp-content/uploads/2022/12/Лосось-міні-рол.png,,simple,visible,"Холодні Роли",,,visible,publish,1,admin,yappo_admin@softgrowth.dev,dsfsdf,sdfsdfsdf,losos-mini-rol,,,0,138,closed,closed,"2023-06-05 11:15:20",no,no,,no,110,,,,,,no,no,,,,,-1,-1,,,no,taxable,standard,,,"a:1:{s:6:""weight"";a:6:{s:4:""name"";s:6:""weight"";s:5:""value"";s:3:""110"";s:8:""position"";i:0;s:10:""is_visible"";i:1;s:12:""is_variation"";i:0;s:11:""is_taxonomy"";i:0;}}",7.4.1,,,0,,
66,"Лосось Унагі",,"ікра, сир вершковий, омлет, краб-крем, Yappo соус, лосось, норі, рис, унагі соус","2022-12-16 12:15:04",product,https://dev.yapposushi.com/product/losos-unagi/,66,uk,0,,229.00,229.00,,instock,,,15,,https://dev.yapposushi.com/wp-content/uploads/2022/12/Лосось-Унагі.jpg,"Лосось Унагі",,,"Лосось Унагі",https://dev.yapposushi.com/wp-content/uploads/2022/12/Лосось-Унагі.jpg,,simple,visible,"Запечені Роли",,,visible,publish,1,admin,yappo_admin@softgrowth.dev,dsfsdf,sdfsdfsdf,losos-unagi,,,0,41,closed,closed,"2023-04-04 11:30:22",no,no,,no,310,,,,,,no,no,,,,,-1,-1,,,no,taxable,standard,,,"a:1:{s:6:""weight"";a:6:{s:4:""name"";s:6:""weight"";s:5:""value"";s:3:""310"";s:8:""position"";i:0;s:10:""is_visible"";i:1;s:12:""is_variation"";i:0;s:11:""is_taxonomy"";i:0;}}",7.4.1,,,0,,
67,"Мідія запечені суші",,"мідія, які соус, рис, норі","2022-12-16 12:15:04",product,https://dev.yapposushi.com/product/midiya-zapecheni-sushi/,67,uk,0,,30.00,30.00,,instock,,,53,,https://dev.yapposushi.com/wp-content/uploads/2022/12/Крабмідія-запечені-сцші.jpg,"Краб,мідія запечені суші",,,"Краб запечені суші",https://dev.yapposushi.com/wp-content/uploads/2022/12/Крабмідія-запечені-сцші.jpg,,simple,visible,Суші,,,visible,publish,1,admin,yappo_admin@softgrowth.dev,dsfsdf,sdfsdfsdf,midiya-zapecheni-sushi,,,0,101,closed,closed,"2023-06-05 11:43:59",no,no,,no,50,,,,,,no,no,,,,,-1,-1,,,no,taxable,standard,,,"a:1:{s:6:""weight"";a:6:{s:4:""name"";s:6:""weight"";s:5:""value"";s:2:""50"";s:8:""position"";i:0;s:10:""is_visible"";i:1;s:12:""is_variation"";i:0;s:11:""is_taxonomy"";i:0;}}",7.4.1,,,0,,
68,"Мідія Хот міні рол",,"мідіі, сирний соус, рис, норі","2022-12-16 12:15:04",product,https://dev.yapposushi.com/product/midiya-hot-zapechenyj-mini-rol/,68,uk,0,,99.00,99.00,,instock,,,10,,https://dev.yapposushi.com/wp-content/uploads/2022/12/Крібікмідія-Лососік-хот-міні-роли.jpg,"Крібік,мідія, Лососік хот міні роли",,,"Крібік,мідія, Лососік хот міні роли",https://dev.yapposushi.com/wp-content/uploads/2022/12/Крібікмідія-Лососік-хот-міні-роли.jpg,,simple,visible,"Запечені Роли",,,visible,publish,1,admin,yappo_admin@softgrowth.dev,dsfsdf,sdfsdfsdf,midiya-hot-zapechenyj-mini-rol,,,0,102,closed,closed,"2023-05-11 08:09:13",no,no,,no,140,,,,,,no,no,,,,,-1,-1,,,no,taxable,standard,,,"a:1:{s:6:""weight"";a:6:{s:4:""name"";s:6:""weight"";s:5:""value"";s:3:""140"";s:8:""position"";i:0;s:10:""is_visible"";i:1;s:12:""is_variation"";i:0;s:11:""is_taxonomy"";i:0;}}",7.4.1,,,0,,
69,Мікадо,,"чорнила каракатиці, сир вершковий, омлет, краб-крем, курка, вугор, спайсі соус, сирний соус, рис, норі, медовий соус","2022-12-16 12:15:04",product,https://dev.yapposushi.com/product/mikado/,69,uk,0,,249.00,249.00,,instock,,,11,,https://dev.yapposushi.com/wp-content/uploads/2022/12/Мікадо.jpg,Мікадо,,,"Мікадо рол",https://dev.yapposushi.com/wp-content/uploads/2022/12/Мікадо.jpg,,simple,visible,"Запечені Роли",,,visible,publish,1,admin,yappo_admin@softgrowth.dev,dsfsdf,sdfsdfsdf,mikado,,,0,37,closed,closed,"2023-05-11 07:21:00",no,no,,no,292,,,,,,no,no,,,,,-1,-1,,,no,taxable,standard,,,"a:1:{s:6:""weight"";a:6:{s:4:""name"";s:6:""weight"";s:5:""value"";s:3:""292"";s:8:""position"";i:0;s:10:""is_visible"";i:1;s:12:""is_variation"";i:0;s:11:""is_taxonomy"";i:0;}}",7.4.1,,,0,,
70,"Міні Фіш",,"Філадельфія фреш, Чіз-Фіш, Ніндзя, Маямі","2022-12-16 12:15:04",product,https://dev.yapposushi.com/product/mini-fish/,70,uk,0,,549,656,549,instock,,,51,,https://dev.yapposushi.com/wp-content/uploads/2022/12/Міні-Фіш1.png,"Міні Фіш1",,,"Міні Фіш",https://dev.yapposushi.com/wp-content/uploads/2022/12/Міні-Фіш1.png,,simple,visible,"Акції>Рибні дні",,,visible,publish,1,admin,yappo_admin@softgrowth.dev,dsfsdf,sdfsdfsdf,mini-fish,,,0,103,closed,closed,"2023-06-02 07:02:00",no,no,,no,942,,,,,,no,no,,,,,-1,-1,,,no,taxable,standard,,,"a:1:{s:6:""weight"";a:6:{s:4:""name"";s:6:""weight"";s:5:""value"";s:3:""942"";s:8:""position"";i:0;s:10:""is_visible"";i:1;s:12:""is_variation"";i:0;s:11:""is_taxonomy"";i:0;}}",7.4.1,,,0,,
71,"Мірінда 0,33л",,,"2022-12-16 12:15:04",product,https://dev.yapposushi.com/product/mirinda-zh-b-033l/,71,uk,0,,25.00,25.00,,instock,,,35,,https://dev.yapposushi.com/wp-content/uploads/2022/12/mirinda.jpg|https://dev.yapposushi.com/wp-content/uploads/2022/12/миринда-330-жб.png,"mirinda|миринда 330 жб",|,|,"Мірінда ж/б 0,33л|Мірінда ж/б 0,33л",https://dev.yapposushi.com/wp-content/uploads/2022/12/mirinda.jpg,,simple,visible,Напої,,,visible,publish,1,admin,yappo_admin@softgrowth.dev,dsfsdf,sdfsdfsdf,mirinda-zh-b-033l,,,0,33,closed,closed,"2023-06-05 12:24:33",no,no,,no,330,,,,,,no,no,,,,,-1,-1,,,no,taxable,standard,,,"a:1:{s:6:""weight"";a:6:{s:4:""name"";s:6:""weight"";s:5:""value"";s:3:""330"";s:8:""position"";i:0;s:10:""is_visible"";i:1;s:12:""is_variation"";i:0;s:11:""is_taxonomy"";i:0;}}",7.4.1,,,0,,
72,"Місо суп",,"Місо бульйон, водорості вакаме, сир тофу, гриби намеко, зелена цибуля","2022-12-16 12:15:04",product,https://dev.yapposushi.com/product/miso-sup/,72,uk,0,,59.00,59.00,,instock,,,43,,https://dev.yapposushi.com/wp-content/uploads/2022/12/sup_miso.jpg,sup_miso,,,"Місо суп",https://dev.yapposushi.com/wp-content/uploads/2022/12/sup_miso.jpg,,simple,visible,Супи,,,visible,publish,1,admin,yappo_admin@softgrowth.dev,dsfsdf,sdfsdfsdf,miso-sup,,,0,63,closed,closed,"2023-06-05 12:03:59",no,no,,no,320,,,,,,no,no,,,,,-1,-1,,,no,taxable,standard,,,"a:1:{s:6:""weight"";a:6:{s:4:""name"";s:6:""weight"";s:5:""value"";s:3:""320"";s:8:""position"";i:0;s:10:""is_visible"";i:1;s:12:""is_variation"";i:0;s:11:""is_taxonomy"";i:0;}}",7.4.1,,,0,,
